type,national,name,department_number,department_name,enroll_rate,selected,field
一般,私立,開南大學,810609,形象與健康管理學士學位學程,92.86,1,8
技職,私立,嘉南藥理大學,720504,保健營養系,92.91,1,7
一般,私立,長榮大學,340501,財務金融學系,92.92,1,3
一般,私立,義守大學,349906,工業管理學系,92.94,1,3
一般,公立,國立成功大學,340201,會計學系,92.98,1,3
一般,公立,國立東華大學,520114,資訊工程學系,92.98,1,5
技職,私立,台南應用科技大學,220312,應用英語系,93,1,2
一般,公立,國立嘉義大學,220706,外國語言學系,93,1,2
技職,私立,嶺東科技大學,230103,流行設計系,93,1,2
技職,私立,正修科技大學,230125,時尚生活創意設計系,93,1,2
技職,私立,龍華科技大學,230137,文化創意與數位媒體設計系,93,1,2
技職,私立,僑光科技大學,230140,生活創意設計系,93,1,2
技職,私立,樹德科技大學,340805,運籌管理系,93,1,3
技職,私立,樹德科技大學,480109,資訊管理系,93,1,4
技職,私立,明新科技大學,520149,光電系統工程系,93,1,5
一般,私立,淡江大學,810233,國際觀光管理學系全英語學士班,93,1,8
一般,公立,國立臺灣海洋大學,621104,水產養殖學系,93.02,1,6
技職,私立,弘光科技大學,760205,老人福利與事業系,93.02,1,7
技職,私立,嘉南藥理大學,810802,化粧品應用與管理系,93.04,1,8
一般,私立,東吳大學,220201,中國文學系,93.06,1,2
技職,私立,台南應用科技大學,340501,財務金融系,93.06,1,3
一般,私立,中國文化大學,520101,電機工程學系,93.07,1,5
一般,公立,國立高雄師範大學,210401,音樂學系,93.1,1,2
一般,公立,國立成功大學,310201,政治學系,93.1,1,3
一般,私立,靜宜大學,380101,法律學系,93.1,1,3
技職,私立,台南應用科技大學,480109,資訊管理系,93.1,1,4
一般,私立,義守大學,520305,土木與生態工程學系,93.1,1,5
一般,私立,輔仁大學,720201,公共衛生學系,93.1,1,7
一般,私立,長榮大學,720601,護理學系,93.1,1,7
一般,私立,大同大學,520201,機械工程學系,93.14,1,5
一般,公立,國立臺灣海洋大學,420322,生命科學暨生物科技學系,93.18,1,4
一般,公立,國立高雄師範大學,520103,電子工程學系,93.18,1,5
一般,公立,國立高雄師範大學,520126,光電與通訊工程學系,93.18,1,5
一般,公立,國立聯合大學,520310,土木與防災工程學系,93.18,1,5
一般,私立,東吳大學,220901,歷史學系,93.22,1,2
一般,私立,東吳大學,221101,哲學系,93.22,1,2
一般,私立,東吳大學,310501,心理學系,93.22,1,3
技職,私立,正修科技大學,340307,國際企業系,93.22,1,3
一般,私立,中國文化大學,720504,保健營養學系,93.22,1,7
技職,私立,朝陽科技大學,520601,工業工程與管理系,93.27,1,5
技職,私立,中臺科技大學,720708,醫學檢驗生物技術系,93.27,1,7
技職,私立,中國科技大學,230201,視覺傳達設計系,93.28,1,2
一般,公立,國立臺東大學,140601,特殊教育學系,93.33,1,1
一般,公立,國立新竹教育大學,210401,音樂學系,93.33,1,2
一般,公立,國立臺灣藝術大學,210706,古蹟藝術修護學系,93.33,1,2
一般,私立,真理大學,220101,台灣文學系,93.33,1,2
一般,公立,國立臺北大學,220201,中國文學系,93.33,1,2
一般,私立,實踐大學,220202,應用中文學系,93.33,1,2
一般,私立,長榮大學,230146,創新互動設計學士學位學程,93.33,1,2
一般,公立,國立聯合大學,230150,文化創意與數位行銷學系,93.33,1,2
技職,私立,樹德科技大學,230201,視覺傳達設計系,93.33,1,2
技職,私立,嶺東科技大學,230201,視覺傳達設計系,93.33,1,2
一般,公立,國立暨南國際大學,310101,經濟學系,93.33,1,3
技職,私立,崑山科技大學,320105,資訊傳播系,93.33,1,3
一般,公立,國立高雄大學,340313,亞太工商管理學系,93.33,1,3
一般,私立,長榮大學,340415,國際會展管理學士學位學程,93.33,1,3
一般,私立,義守大學,340516,國際財務金融學系,93.33,1,3
一般,私立,高雄醫學大學,340908,醫務管理暨醫療資訊學系,93.33,1,3
一般,公立,國立臺灣大學,460101,數學系,93.33,1,4
一般,公立,國立臺灣海洋大學,520109,光電與材料科技學士學位學程,93.33,1,5
一般,公立,國立中正大學,520126,通訊工程學系,93.33,1,5
技職,私立,中臺科技大學,520905,環境與安全衛生工程系,93.33,1,5
一般,私立,銘傳大學,521108,生物醫學工程學系,93.33,1,5
一般,私立,東海大學,580203,景觀學系,93.33,1,5
一般,公立,國立中興大學,620514,國際農企業學士學位學程,93.33,1,6
一般,公立,國立臺灣大學,720201,公共衛生學系,93.33,1,7
一般,私立,馬偕醫學院,720405,聽力暨語言治療學系,93.33,1,7
一般,公立,國立陽明大學,720712,生物醫學影像暨放射科學系,93.33,1,7
技職,私立,樹德科技大學,760301,社會工作學士學位學程,93.33,1,7
技職,私立,黎明技術學院,810101,旅館管理系,93.33,1,8
技職,私立,崑山科技大學,810103,餐飲管理及廚藝學士學位學程,93.33,1,8
一般,公立,國立體育大學,810517,適應體育學系,93.33,1,8
一般,公立,國立宜蘭大學,810532,休閒產業與健康促進學系,93.33,1,8
技職,私立,中華醫事科技大學,819916,寵物美容學士學位學程,93.33,1,8
一般,私立,逢甲大學,520207,航太與系統工程學系,93.4,1,5
一般,公立,國立臺灣海洋大學,840302,商船學系,93.4,1,8
一般,私立,大葉大學,420306,生物產業科技學系,93.42,1,4
一般,私立,中國文化大學,480109,資訊管理學系,93.45,1,4
一般,公立,國立東華大學,210716,藝術創意產業學系,93.48,1,2
技職,公立,國立高雄應用科技大學,229910,文化創意產業系,93.48,1,2
一般,公立,國立成功大學,440301,物理學系,93.48,1,4
一般,公立,國立中山大學,480109,資訊管理學系,93.48,1,4
一般,私立,大葉大學,310734,歐洲文化與旅遊學士學位學程,93.55,1,3
技職,私立,醒吾科技大學,230117,時尚造形設計系,93.58,1,2
一般,公立,國立新竹教育大學,140122,教育與學習科技學系,93.59,1,1
技職,私立,中國科技大學,230401,室內設計系,93.61,1,2
技職,私立,文藻外語大學,220318,西班牙語文系,93.62,1,2
一般,公立,國立彰化師範大學,340301,企業管理學系,93.62,1,3
一般,公立,國立中正大學,460101,數學系,93.62,1,4
一般,公立,國立宜蘭大學,520226,機械與機電工程學系,93.62,1,5
一般,私立,長庚大學,420503,生物醫學系,93.64,1,4
一般,私立,中國文化大學,520403,化學工程與材料工程學系,93.64,1,5
技職,私立,德明財經科技大學,220303,應用外語系,93.68,1,2
一般,公立,國立屏東大學,140101,教育學系,93.75,1,1
一般,公立,國立中正大學,221101,哲學系,93.75,1,2
技職,公立,國立屏東科技大學,420302,生物科技系,93.75,1,4
一般,公立,國立嘉義大學,429905,微生物免疫與生物藥學系,93.75,1,4
一般,公立,國立臺灣師範大學,440101,化學系,93.75,1,4
一般,公立,國立彰化師範大學,440301,物理學系,93.75,1,4
一般,公立,國立新竹教育大學,449901,應用科學系,93.75,1,4
一般,公立,國立中興大學,480109,資訊管理學系,93.75,1,4
一般,公立,國立聯合大學,480109,資訊管理學系,93.75,1,4
技職,公立,國立澎湖科技大學,480109,資訊管理系,93.75,1,4
技職,私立,明新科技大學,520322,土木工程與環境資源管理系,93.75,1,5
技職,私立,崑山科技大學,520501,材料工程系,93.75,1,5
一般,私立,中山醫學大學,720712,醫學影像暨放射科學系,93.75,1,7
一般,公立,國立暨南國際大學,760301,社會政策與社會工作學系,93.75,1,7
技職,私立,嘉南藥理大學,810102,餐旅管理系,93.75,1,8
技職,公立,國立虎尾科技大學,810209,休閒遊憩系,93.75,1,8
技職,私立,台南應用科技大學,810527,運動休閒與健康管理系,93.75,1,8
一般,私立,大葉大學,819919,節慶暨婚禮企劃管理學士學位學程,93.75,1,8
技職,公立,國立澎湖科技大學,840106,航運管理系,93.75,1,8
一般,公立,國立臺灣海洋大學,520214,輪機工程學系,93.81,1,5
技職,私立,崑山科技大學,520130,電腦與通訊系,93.85,1,5
技職,私立,中國科技大學,340403,國際商務系,93.86,1,3
技職,私立,龍華科技大學,340301,企業管理系,93.88,1,3
一般,公立,國立交通大學,340306,管理科學系,93.88,1,3
一般,私立,義守大學,340403,國際商務學系,93.88,1,3
技職,私立,龍華科技大學,340501,財務金融系,93.88,1,3
一般,公立,國立中山大學,440101,化學系,93.88,1,4
技職,公立,國立高雄海洋科技大學,440501,海洋生物技術系,93.88,1,4
一般,私立,大葉大學,520901,環境工程學系,93.88,1,5
一般,私立,慈濟大學,720101,醫學系,93.88,1,7
一般,公立,國立體育大學,810306,陸上運動技術學系,93.88,1,8
一般,公立,國立聯合大學,520103,電子工程學系,93.89,1,5
一般,私立,中國文化大學,340201,會計學系,93.91,1,3
一般,私立,大葉大學,521115,醫療器材設計與材料學士學位學程,93.94,1,5
一般,私立,長榮大學,840106,航運管理學系,93.97,1,8
一般,公立,國立臺北教育大學,210906,藝術與造形設計學系,93.98,1,2
一般,公立,國立嘉義大學,210401,音樂學系,94,1,2
一般,私立,中國文化大學,210401,音樂學系,94,1,2
一般,私立,真理大學,210404,音樂應用學系,94,1,2
技職,私立,臺北城市科技大學,210524,演藝事業學士學位學程,94,1,2
一般,公立,國立嘉義大學,220201,中國文學系,94,1,2
一般,私立,世新大學,220201,中國文學系,94,1,2
一般,私立,大葉大學,220308,英語學系,94,1,2
一般,私立,中國文化大學,221101,哲學系,94,1,2
技職,私立,黎明技術學院,230117,時尚造型設計系,94,1,2
一般,公立,國立高雄大學,239903,創意設計與建築學系,94,1,2
一般,私立,世新大學,310503,社會心理學系,94,1,3
一般,私立,中國文化大學,340118,全球商務學士學位學程,94,1,3
技職,私立,嶺東科技大學,340201,會計資訊系,94,1,3
一般,私立,世新大學,340301,企業管理學系,94,1,3
一般,私立,逢甲大學,340529,財務工程與精算學士學位學程,94,1,3
一般,公立,國立嘉義大學,349923,生物事業管理學系,94,1,3
一般,公立,國立中正大學,380201,財經法律學系,94,1,3
一般,公立,國立臺東大學,420103,生命科學系,94,1,4
一般,私立,東海大學,460102,應用數學系,94,1,4
一般,私立,淡江大學,480310,資訊創新與科技學系,94,1,4
一般,公立,國立成功大學,520106,光電科學與工程學系,94,1,5
技職,私立,南臺科技大學,520106,光電工程系,94,1,5
一般,公立,國立中山大學,520114,資訊工程學系,94,1,5
一般,公立,國立臺中教育大學,520114,資訊工程學系,94,1,5
一般,公立,國立臺灣大學,520301,土木工程學系,94,1,5
一般,公立,國立嘉義大學,520303,土木與水資源工程學系,94,1,5
一般,公立,國立中興大學,620102,農藝學系,94,1,6
一般,公立,國立臺灣海洋大學,621102,環境生物與漁業科學學系,94,1,6
一般,私立,高雄醫學大學,720613,呼吸治療學系,94,1,7
一般,私立,慈濟大學,720708,醫學檢驗生物技術學系,94,1,7
一般,私立,慈濟大學,760301,社會工作學系,94,1,7
一般,私立,中山醫學大學,760303,醫學社會暨社會工作學系,94,1,7
技職,私立,環球科技大學,760401,幼兒保育系,94,1,7
技職,私立,台南應用科技大學,810109,餐飲系,94,1,8
技職,私立,臺北城市科技大學,810128,烘焙創意與經營管理學士學位學程,94,1,8
一般,私立,中國文化大學,810405,運動與健康促進學系,94,1,8
一般,公立,國立臺灣體育運動大學,810503,休閒運動學系,94,1,8
技職,私立,臺北城市科技大學,819908,會議展覽服務業(專業人員)學位學程,94,1,8
一般,公立,國立交通大學,840117,運輸與物流管理學系,94,1,8
一般,私立,中華大學,580109,建築與都市計畫學系,94.03,1,5
一般,私立,中國文化大學,340401,國際貿易學系,94.05,1,3
一般,公立,國立聯合大學,520401,化學工程學系,94.05,1,5
技職,公立,國立屏東科技大學,520903,環境工程與科學系,94.05,1,5
技職,私立,弘光科技大學,810802,化妝品應用系,94.05,1,8
一般,私立,東吳大學,480109,資訊管理學系,94.07,1,4
一般,公立,國立屏東大學,220321,應用日語學系,94.12,1,2
一般,私立,南華大學,310912,國際事務與企業學系,94.12,1,3
一般,私立,東海大學,380101,法律學系,94.12,1,3
一般,公立,國立高雄大學,520101,電機工程學系,94.12,1,5
一般,私立,中山醫學大學,720507,營養學系,94.12,1,7
一般,私立,南華大學,810214,旅遊管理學系,94.12,1,8
技職,私立,臺北城市科技大學,810538,休閒事業系,94.16,1,8
技職,私立,崑山科技大學,230402,空間設計系,94.17,1,2
一般,私立,大同大學,340305,事業經營學系,94.17,1,3
一般,私立,淡江大學,520205,航空太空工程學系,94.17,1,5
一般,私立,元智大學,520404,化學工程與材料科學學系,94.17,1,5
技職,私立,弘光科技大學,480109,資訊管理系,94.19,1,4
技職,私立,明志科技大學,520501,材料工程系,94.19,1,5
技職,私立,弘光科技大學,720507,營養系,94.19,1,7
一般,私立,義守大學,340501,財務金融學系,94.23,1,3
一般,公立,國立屏東大學,480109,資訊管理學系,94.23,1,4
一般,公立,國立中興大學,520901,環境工程學系,94.23,1,5
一般,私立,中國文化大學,380101,法律學系,94.24,1,3
技職,私立,正修科技大學,230404,建築與室內設計系,94.25,1,2
一般,私立,南華大學,349930,文化創意事業管理學系,94.25,1,3
一般,公立,國立臺北教育大學,210401,音樂學系,94.29,1,2
技職,私立,致理科技大學,220312,應用英語系,94.29,1,2
一般,私立,東海大學,230303,工業設計學系,94.29,1,2
一般,公立,國立臺灣大學,310602,地理環境資源學系,94.29,1,3
一般,公立,國立臺南大學,420206,生態科學與技術學系,94.29,1,4
一般,公立,國立成功大學,420326,生物科技與產業科學系,94.29,1,4
一般,公立,國立屏東大學,440302,應用物理系,94.29,1,4
一般,公立,國立臺灣大學,440401,大氣科學系,94.29,1,4
技職,私立,德霖技術學院,810111,餐飲廚藝系,94.29,1,8
一般,公立,國立暨南國際大學,310802,公共行政與政策學系,94.34,1,3
一般,公立,國立清華大學,340501,計量財務金融學系,94.34,1,3
一般,公立,國立高雄大學,380101,法律學系,94.34,1,3
一般,公立,國立清華大學,520401,化學工程學系,94.34,1,5
一般,公立,國立臺灣大學,620303,園藝暨景觀學系,94.34,1,6
一般,公立,國立政治大學,340701,財政學系,94.38,1,3
一般,私立,實踐大學,340601,風險管理與保險學系,94.39,1,3
技職,私立,龍華科技大學,520103,電子工程系,94.4,1,5
技職,私立,德明財經科技大學,340201,會計資訊系,94.41,1,3
一般,私立,中原大學,310501,心理學系,94.44,1,3
一般,私立,實踐大學,340201,會計學系,94.44,1,3
一般,公立,國立屏東大學,340401,國際貿易學系,94.44,1,3
一般,私立,長庚大學,340901,醫務管理學系,94.44,1,3
技職,私立,崑山科技大學,480109,資訊管理系,94.44,1,4
